First Name,Last Name,Gender,Team,Status,Car,Nationality,DOB,Traits,Fame,Scouting Level,Weight,Wages,Contract End,Contract Start,Qualifying Bonus Amount,Qualifying Bonus Position,Race Bonus Amount,Race Bonus Position,Champion Bonus,Pay Driver,Braking,Cornering,Smoothness,Overtaking,Consistency,Adaptability,Fitness,Feedback,Focus,Optimal Zone,Driving Style,Driver Number,Races,Wins,Podiums,Poles,DNFs,DNFs via error,DNS,Career Points,Championships,Form,Experience,Morale,Obedience,Potential,Patience,Chairman Popularity,Fans Popularity,Sponsor Popularity,Skin Colour,Hair,Hair Colour,Glasses,Accessory,Facial Hair,Body Type,Hat,Helmet Style,Helmet Primary Colour,Helmet Secondary Colour,Helmet Tertiary Colour,Marketability,Brake Supplier Preference,Improvement Rate,Peak Duration,Peak Age,Desired Championships,Desired Wins,Desired Earnings,Desired Budget,Stars,Series Preference,Reward ID
Esteban,Gutierrez,M,63,Equal,1,Mexico,05/08/1985,16,0,0,68,0.74,2019,2016,0,,0,,0,0,11.5,11.5,11.5,10.5,11.5,10.5,12,12.5,11.5,0.83,16,,,,,,,,,,,,45,80,80,5,3,,,,1,3,3,1,0,0,0,14,0,6,2,6,50,5,5,1,30,1,5,0,100,2.861111111,EnduranceSeries,
Jakub,Smiechowski,M,63,Equal,1,Poland,11/10/1985,16,0,0,61,0.99,2019,2016,0,,0,,0,0,8,8,8,9,8,7,9,7,8,0.92,16,,,,,,,,,,,,30,90,75,5,5,,,,4,1,9,0,0,0,0,15,0,7,1,5,25,5,5,2,32,1,4,0,100,2,EnduranceSeries,
Jordan,King,M,63,Equal,2,UK,26/02/1988,42,0,0,68,0.96,2018,2016,0,,0,,0,1,13,13,12.5,12.5,13.5,12,12.5,13.5,14,0.64,30,,,,,,,,,,,,50,90,80,5,4,90,67,10,5,2,8,0,0,0,0,6,0,6,9,2,45,5,5,3,32,1,1,0,100,3.236111111,EnduranceSeries,
Stefan,Mucke,M,63,Equal,2,Germany,22/11/1975,42,0,0,72,0.64,2018,2016,0,,0,,0,0,13,13,13,10.5,14.5,12,10.5,15.5,13,0.4,16,,,,,,,,,,,,80,95,90,5,4,,,,2,5,1,3,0,0,0,9,0,7,1,4,50,5,5,3,35,1,5,0,100,3.194444444,EnduranceSeries,
Pierre,Thiriet,M,63,Equal,2,France,20/04/1983,42,0,0,70,0.68,2019,2016,0,,0,,0,0,12.5,12.5,13.5,12.5,13,11.5,12,13,12.5,0.51,16,,,,,,,,,,,,50,90,90,5,4,,,,4,4,9,2,0,0,0,15,0,7,1,5,40,5,5,3,31,1,4,0,100,3.138888889,EnduranceSeries,
Richard,Verschoor,M,16,Equal,,Germany,16/12/1994,16; 42,0,3,65,3.5,2019,2016,0,,0,,0,0,9.5,9.5,9.25,10.75,9.5,8.75,11.5,8.5,10.25,0.88,16,,,,,,,,,,,,40,95,90,45,4,,,,1,3,4,0,0,1,0,16,0,5,6,5,65,5,5,1,36,1,1,0,100,2.430555556,SingleSeaterSeries; EnduranceSeries,
Lucas,Auer,M,,,,Austria,11/09/1988,42; 235,0,1,70,,,,,,,,,0,12,12,13,11,13,11.5,13,12.5,12,0.4,48,,,,,,,,,,,,65,85,75,5,4,,,,0,2,8,0,0,11,0,9,0,10,9,10,50,5,5,3,31,1,2,0,100,3.055555556,EnduranceSeries,
Tristan,Gommendy,M,,,,France,04/01/1973,42,0,2,73,,,,,,,,,0,12.5,12,12,11,12.5,10.5,11.5,14.5,12,0.79,16,,,,,,,,,,,,85,90,80,5,3,,,,0,5,3,0,0,0,0,16,0,5,6,5,40,5,5,1,30,1,3,0,100,3.013888889,EnduranceSeries,
Nirei,Fukuzumi,M,,,,Japan,24/01/1991,16; 229,0,3,66,,,,,,,,,5,8.75,8.75,9,8,9,8,10.75,8,8.95,0.83,16,,,,,,,,,,,,30,80,75,30,3,,,,4,1,7,0,0,0,0,14,0,8,9,9,50,5,5,1,35,1,3,0,100,2.2,EnduranceSeries; SingleSeaterSeries,
Zak,O'Sullivan,M,24,Reserve,,UK,06/02/1999,65; 128,0,3,63,0.18,2019,2016,0,,0,,0,1,12.59,10.46,9.6,8.1,8.65,16.48,12.6,19.32,10,0.62,16,,,,,,,,,,,,5,90,90,88,4,,,,0,3,5,0,0,0,0,10,0,8,6,5,55,5,15,2,30,1,3,0,100,2.994444444,SingleSeaterSeries,
Alvaro,Parente,M,,,,Portugal,04/10/1978,42,0,3,68,,,,,,,,,0,11.5,11.5,12.5,11,12,10.5,11,12.5,12,0.93,16,,,,,,,,,,,,45,90,85,5,4,,,,2,5,1,3,0,0,0,9,0,7,1,4,45,5,5,3,29,1,5,0,100,2.902777778,EnduranceSeries,
Sergey,Sirotkin,M,,,,RussianFederation,27/08/1989,16; 165,0,3,67,,,,,,,,,3,11,11,11,11,11,11,12,12,11,0.65,16,,,,,,,,,,,,50,85,85,5,3,,,,4,1,9,0,0,0,0,15,0,7,1,5,55,5,5,2,30,1,4,0,100,2.805555556,EnduranceSeries,
Marta,Garcia,F,,,,Spain,09/08/1994,231,0,1,56,,,,,,,,,0,6.5,6.5,6.5,7,7,5,7.5,5,7,0.83,16,,,,,,,,,,,,18,95,90,35,3,,,,1,3,3,1,0,7,0,6,0,10,10,3,35,5,5,1,30,1,1,0,100,1.611111111,SingleSeaterSeries; EnduranceSeries,
Rene,Rast,M,,,,Germany,26/10/1980,42; 235,0,2,72,,,,,,,,,0,14,14,14.5,13.5,15,12.5,13.5,14.5,13.5,0.49,16,,,,,,,,,,,,75,75,80,5,4,,,,5,3,6,0,0,0,0,12,0,9,8,1,60,5,5,1,31,1,1,0,100,3.472222222,EnduranceSeries,
Joey,Alders,M,,,,Netherlands,06/08/1993,16,0,2,66,,,,,,,,,0,7.8,8,7.5,7.8,8.25,7.5,9.5,7.5,8.26,0.76,16,,,,,,,,,,,,25,90,85,30,4,,,,5,6,7,0,0,0,0,11,0,8,4,0,25,5,5,3,30,1,1,0,100,2.003055556,EnduranceSeries,
Sacha,Fenestraz,M,,,,France,28/07/1993,16; 229,0,0,67,,,,,,,,,0,8,8,8,8.5,9,7,10.5,7,9,0.67,16,,,,,,,,,,,,20,90,85,25,3,,,,2,2,1,0,0,0,0,8,0,4,7,0,40,5,3,4,30,1,1,0,100,2.083333333,EnduranceSeries,
Jamie,Chadwick,F,,,,UK,20/05/1992,5; 232,0,0,58,,,,,,,,,1,8.85,8.85,8.5,9.5,8.95,8.5,9,8.25,9.75,0.56,16,,,,,,,,,,,,40,90,85,30,3,,,,2,4,7,0,0,0,0,12,0,4,9,8,73,5,3,1,30,1,1,0,100,2.226388889,SingleSeaterSeries; EnduranceSeries,
Timo,Bernhard,M,,,,Germany,24/02/1975,16; 44,0,1,70,,,,,,,,,0,16.5,16.5,16,12.5,16.5,12.5,12.5,19.5,15,0.85,16,,,,,,,,,,,,99,95,90,5,5,,,,1,1,8,0,0,0,0,10,0,6,6,6,65,5,5,2,29,1,1,0,100,3.819444444,EnduranceSeries,
Pedro,Piquet,M,,,,Brazil,03/07/1992,16; 40,0,1,66,,,,,,,,,0,8.5,8.5,8.5,8,9,8,11,8,9,0.83,16,,,,,,,,,,,,38,75,75,25,3,,,,4,6,8,0,0,4,0,6,0,6,2,4,45,5,5,2,31,1,1,0,100,2.180555556,EnduranceSeries; SingleSeaterSeries,
Neel,Jani,M,,,,Switzerland,08/12/1977,16; 44,0,1,69,,,,,,,,,1.5,14.75,14.75,14.5,12,16.5,12.5,11.5,18.5,14.75,0.47,16,,,,,,,,,,,,95,80,75,5,4,,,,0,5,3,3,0,8,0,11,0,4,5,5,68,5,5,1,31,1,2,0,100,3.604166667,EnduranceSeries,
Giuliano,Alesi,M,,,,France,07/04/1993,16; 40; 229,0,1,67,,,,,,,,,0,10.5,10.5,10.5,11,11.5,10,12,9.5,10.5,0.75,16,,,,,,,,,,,,45,95,90,10,3,,,,1,3,4,0,0,1,0,16,0,5,6,5,55,5,5,2,32,1,1,0,100,2.666666667,EnduranceSeries,
Jonathan,Aberdein,M,,,,SouthAfrica,14/02/1992,16,0,1,66,,,,,,,,,0,9.5,9.5,9.5,10,11,9,10.5,8,9,0.91,16,,,,,,,,,,,,15,75,70,25,4,,,,5,2,8,0,0,0,0,10,0,7,7,5,30,5,5,4,33,1,3,0,100,2.388888889,EnduranceSeries,
Mitch,Evans,M,,,,Australia,24/06/1988,16; 42; 91,0,2,68,,,,,,,,,0,13,13,13,12.5,13,12,11,11.5,12,0.74,16,,,,,,,,,,,,60,75,90,5,4,,,,0,2,8,0,0,1,0,5,0,7,6,7,55,5,5,3,31,1,1,0,100,3.083333333,EnduranceSeries,
Matheus,Leist,M,,,,Brazil,16/02/1993,165,0,1,66,,,,,,,,,1,8.5,8.5,8,9,9,8,10.5,8,9,0.87,16,,,,,,,,,,,,25,75,75,25,4,,,,2,3,9,0,0,2,0,12,0,4,7,0,40,5,5,1,29,1,1,0,100,2.180555556,EnduranceSeries; GTSeries,
Daniil,Kvyat,M,,,,RussianFederation,26/04/1988,16; 42,0,2,66,,,,,,,,,0,12.5,12.5,12.5,11.5,12.5,10.5,13.5,14.5,12.5,0.92,16,,,,,,,,,,,,65,85,85,5,4,,,,4,4,6,0,0,0,0,3,0,4,2,5,60,5,5,3,48,1,1,0,100,3.125,EnduranceSeries; SingleSeaterSeries,
Lucas,di Grassi,M,,,,Brazil,11/08/1978,5; 16; 42; 91,0,3,68,,,,,,,,,0,14.5,14.5,14.5,12,14.5,12,11,17.5,14,0.5,16,,,,,,,,,,,,85,75,90,5,3,,,,2,3,2,1,0,5,0,0,0,8,0,10,55,5,5,6,30,1,2,0,100,3.458333333,EnduranceSeries,
Maximilian,Gunther,M,,,,Germany,02/07/1991,16; 91,0,3,65,,,,,,,,,0,12.5,12.5,12,12.5,12,11.5,13,11.75,13,0.5,16,,,,,,,,,,,,40,90,75,15,3,,,,4,3,9,0,0,0,0,12,0,10,3,8,60,5,5,3,37,1,1,0,100,3.076388889,EnduranceSeries,
Jonathan,Hoggard,M,,,,UK,15/11/1994,16,0,3,64,,,,,,,,,0,8.5,8.5,7.5,9,8.5,7,9.5,6.5,9,0.4,16,,,,,,,,,,,,10,75,85,55,3,,,,0,4,9,0,1,11,0,5,0,9,6,0,50,5,10,3,34,1,2,0,100,2.055555556,SingleSeaterSeries,
Ralf,Aron,M,,,,Estonia,21/03/1992,16,0,2,67,,,,,,,,,0,8,8,8,8,8,8,8,7.5,8,0.57,16,,,,,,,,,,,,20,75,75,15,3,,,,5,5,6,0,0,0,0,0,0,3,3,6,35,5,5,2,33,1,3,0,100,1.986111111,EnduranceSeries,
Daniel,Abt,M,,,,Germany,03/12/1986,16,0,3,69,,,,,,,,,0,11.5,11.5,11.5,11.5,11,9.5,11.5,13,11.5,0.63,16,,,,,,,,,,,,65,75,85,10,3,,,,1,3,2,1,0,8,0,3,0,9,0,6,50,5,5,6,31,1,4,0,100,2.847222222,EnduranceSeries,
Joel,Eriksson,M,,,,Sweden,28/06/1992,5,0,3,65,,,,,,,,,0,9,9,8.5,10.5,9,9,11,7,9.5,0.42,16,,,,,,,,,,,,20,75,70,25,4,,,,1,5,8,0,0,0,0,0,0,9,3,1,50,5,8,1,29,1,1,0,100,2.291666667,EnduranceSeries,
Nick,Tandy,M,,,,UK,05/11/1978,44; 67,0,0,70,,,,,,,,,0,15.5,15.5,15.5,13.5,16.5,13.5,13.5,18.5,16,0.49,16,,,,,,,,,,,,95,85,75,5,4,,,,0,4,8,2,0,0,0,16,0,5,6,5,60,5,5,1,31,1,3,0,100,3.833333333,EnduranceSeries,
Mahaveer,Rangunathan,M,,,,India,17/11/1992,41; 43; 165,0,0,64,,,,,,,,,5,4.5,4.5,4,4,4.5,4,7.5,3,4.5,0.68,16,,,,,,,,,,,,10,70,15,5,1,,,,2,5,7,3,0,6,0,16,0,5,6,5,90,5,5,1,30,1,3,0,100,1.125,SingleSeaterSeries; EnduranceSeries,
Simona,de Silvestro,F,,,,Switzerland,01/09/1982,42,0,0,63,,,,,,,,,0,9.5,9.5,9,9,11.5,9,10.5,13,10.5,0.46,16,,314,32,97,22,25,5,0,1899,2,n/a,85,75,75,5,5,,,,0,4,8,0,0,2,0,16,0,5,6,5,40,5,5,1,30,3,3,300,300,2.541666667,GTSeries; EnduranceSeries,
Earl,Bamber,M,,,,NewZealand,09/07/1984,44; 67,0,0,70,,,,,,,,,0,14.25,14.25,13.5,10,16.5,12.5,11.5,17,14,0.43,16,,,,,,,,,,,,95,95,85,5,4,,,,2,6,7,1,0,0,0,16,0,5,6,5,60,5,5,1,33,1,3,0,100,3.430555556,EnduranceSeries,
Ryan,Hunter-Reay,M,,,,UnitedStates,17/12/1974,42; 67,0,1,73,,,,,,,,,1,11.5,11.5,11.5,10.5,12,9.5,11.5,11.5,11.5,0.9,16,,,,,,,,,,,,98,85,70,5,4,,,,2,5,7,1,0,0,0,16,0,2,5,6,70,5,5,1,30,1,3,0,100,2.805555556,GTSeries; EnduranceSeries,
Nick,Cassidy,M,,,,NewZealand,19/08/1988,42; 91,0,2,70,,,,,,,,,0,12.5,12.5,12.5,12.5,12.75,11,11.5,12.5,13,0.4,16,,,,,,,,,,,,55,85,90,5,4,,,,1,4,9,0,0,0,0,5,0,9,10,1,60,5,5,3,30,1,2,0,100,3.076388889,EnduranceSeries; GTSeries,
Oliver,Askew,M,,,,UnitedStates,12/12/1990,16; 91,0,0,66,,,,,,,,,0,9.5,9.5,10,10,11,8.75,11,9,10.5,0.57,76,,,,,,,,,,,,27,75,80,45,3,,,,0,2,8,0,0,0,0,5,0,6,5,3,50,5,5,1,30,1,1,0,100,2.479166667,EnduranceSeries; GTSeries,
Pascal,Wehrlein,M,,,,Germany,18/10/1988,16; 42; 91,0,0,67,,,,,,,,,0,11.5,11.5,12,11.5,12.5,11.5,13.5,13.5,12.5,0.75,16,,,,,,,,,,,,65,75,80,5,3,,,,1,3,4,0,0,1,0,16,0,5,6,5,65,5,5,2,26,1,1,0,100,3.055555556,EnduranceSeries,
Lirim,Zendeli,M,,,,Germany,18/10/1993,16,0,0,64,,,,,,,,,0,7,7,7.5,8,7.5,6.5,9,5.5,7.5,0.48,16,,,,,,,,,,,,15,70,65,32,3,,,,2,6,8,1,0,0,0,16,0,9,10,1,55,5,5,1,34,1,1,0,100,1.819444444,SingleSeaterSeries; EnduranceSeries,
Nobuharu,Matsushita,M,,,,Japan,13/10/1987,40; 229,0,0,68,,,,,,,,,1.5,10,10,10,9.5,11.25,10,11,12.5,11.5,0.65,16,,179,0,0,1,25,5,0,511,0,n/a,50,75,85,5,4,,,,0,2,1,0,0,0,0,16,0,5,6,5,50,5,5,3,27,1,1,100,100,2.659722222,EnduranceSeries,
Zane,Maloney,M,17,Equal,,Barbados,02/10/1997,65,0,0,64,3,2018,2016,0,,0,,0,0,10,10,10,9,11,7,11,7.5,10.5,0.88,16,,,,,,,,,,,,20,70,75,65,3,,,,0,1,3,0,0,0,0,13,0,6,8,8,60,5,10,1,37,1,2,0,100,2.388888889,SingleSeaterSeries,
Robert,Schwartzman,M,,,,RussianFederation,16/09/1993,16; 65; 100; 165,0,0,65,,,,,,,,,0,13.25,12.95,12.95,13.5,12.75,11.5,14.75,11.5,12.85,0.48,16,,,,,,,,,,,,30,75,75,25,3,,,,2,6,8,1,0,0,0,16,0,9,10,1,73,5,5,3,33,1,1,0,100,3.222222222,SingleSeaterSeries; EnduranceSeries,
Naoki,Yamamoto,M,,,,Japan,11/07/1982,16; 42; 229,0,0,69,,,,,,,,,0,12.5,12.5,12.5,10.5,13,10,10.5,15,11.5,0.75,16,,,,,,,,,,,,85,95,90,5,4,,,,1,3,4,0,0,1,0,16,0,5,6,5,55,5,5,4,31,1,1,0,100,3,EnduranceSeries,
Andrea,Kimi Antonelli,M,,,,Italy,25/08/2000,5; 65; 103,0,0,59,,,,,,,,,0,6,6,6,6.5,6,4.5,6.5,3.5,6.5,0.75,16,,,,,,,,,,,,2,75,70,99,3,,,,1,3,4,0,0,1,0,16,0,5,6,5,55,5,10,6,27,1,1,0,100,1.430555556,SingleSeaterSeries,
Dan,Ticktum,M,,,,UK,08/06/1993,16; 65; 91; 286,0,0,67,,,,,,,,,0,12.5,12.5,11.5,13,11.5,11,13.5,11.5,12.5,0.75,16,,,,,,,,,,,,50,95,90,35,1,,,,1,3,4,0,0,1,0,16,0,5,6,5,65,5,5,2,30,1,1,0,100,3.041666667,SingleSeaterSeries; EnduranceSeries,
David,Beckmann,M,,,,Germany,27/04/1994,42,0,0,66,,,,,,,,,0,10,10,10,10,11,9,11,11,11,0.75,16,,,,,,,,,,,,40,95,90,35,3,,,,1,3,4,0,0,1,0,16,0,5,6,5,60,5,5,4,35,1,1,0,100,2.583333333,EnduranceSeries; SingleSeaterSeries,
James,Davison,M,,,,Australia,28/08/1980,42,0,0,71,,,,,,,,,0,9.5,9.5,9.25,8.8,10.5,9,9.5,12,10,0.5,16,,,,,,,,,,,,65,90,75,5,4,,,,2,6,7,1,0,0,0,8,0,10,6,9,50,5,5,5,36,1,4,0,100,2.445833333,GTSeries; EnduranceSeries,
Pongthep,Ayadi,M,,,,Thailand,22/01/1991,130; 53,0,3,80,,,,,,,,,0,5.82,9.6,9.46,10,10.4,19.39,6.33,10.54,17.3,0.82,16,,,,,,,,,,,,63,57,75,26,4,,,,3,0,7,0,0,4,0,15,0,1,2,10,59,1,43,1,39,3,4,0,100,2.745555556,Any,
Howie,Arapi,M,,,,Ireland,03/10/1987,66; 78,0,1,80,,,,,,,,,0,5.07,2.72,10.4,8.41,4.39,2.23,3.38,10.5,3.89,0.62,43,,,,,,,,,,,,56,63,3,20,2,,,,5,1,10,0,0,5,0,9,0,7,4,4,37,5,304,3,38,3,2,0,100,1.416388889,GTSeries,
Alan,Bacher,M,,,,UnitedStates,02/11/1979,26; 164,0,2,61,,,,,,,,,0,9,10.1,19.67,4.13,13.43,12.44,5.86,15.93,16.23,0.78,16,,,,,,,,,,,,67,69,75,14,3,,,,5,3,3,0,0,11,0,11,0,2,8,1,57,2,41,1,35,3,3,0,100,2.966388889,Any,
Tommy,Vandamme,M,,,,Italy,21/05/1978,1; 46; 74; 165,0,3,61,,,,,,,,,21.6,10.6,9.9,14.96,9.34,17.25,10.52,11.51,5.71,16.08,0.58,10,,,,,,,,,,,,83,30,57,2,3,,,,0,2,1,0,0,9,0,1,0,0,8,2,18,2,76,1,38,3,5,0,100,2.940833333,Any,
Marc,Fiezzi,M,,,,UK,18/12/1980,233; 262; 165,0,3,60,,,,,,,,,3.6,16.78,14.69,15.26,10.7,7.44,10.3,12.07,17.42,11.87,0.6,10,,,,,,,,,,,,78,51,99,30,4,,,,2,3,8,0,0,0,0,0,0,6,4,4,14,2,41,2,30,3,5,0,100,3.236944444,Any,
Jason,Picerni,M,,,,France,21/03/1978,51; 70,0,3,58,,,,,,,,,0,19.18,7.47,5.18,15.93,2.23,9.7,10.1,8.02,9.2,0.75,16,,,,,,,,,,,,57,41,53,22,2,,,,2,7,7,1,0,9,0,12,0,4,5,8,34,2,43,4,30,2,5,0,100,2.416944444,GTSeries,
Hwang-Dong,Amin,M,,,,SouthKorea,15/11/1980,15,0,3,58,,,,,,,,,0,6.32,5.88,10.4,3.26,18.07,12.22,18.97,15.01,14.57,0.72,20,,,,,,,,,,,,98,55,82,0,5,,,,1,6,8,4,0,7,0,0,0,1,4,2,13,2,45,2,38,2,4,0,100,2.908333333,Any,
Gary,Edwards,M,,,,UnitedStates,30/06/1980,6; 45; 50; 231,0,1,75,,,,,,,,,0,10.27,9.92,9.3,5.62,16.47,15.19,16.81,16.19,15.37,0.61,22,,,,,,,,,,,,67,52,100,0,4,,,,2,3,7,4,0,9,0,1,0,6,8,8,35,2,43,1,33,3,1,0,100,3.198333333,SingleSeaterSeries,
Noah,Vatnikaj,M,,,,Switzerland,25/09/1985,48; 165,0,2,66,,,,,,,,,6.1,12.36,12.2,4.07,14.83,9.97,14.68,9.68,17.57,15.97,0.84,14,,,,,,,,,,,,84,58,92,14,3,,,,0,6,5,1,0,5,0,7,0,5,3,6,41,2,41,1,38,2,1,0,100,3.0925,GTSeries,
Timur,Tibermacine,M,,,,Germany,26/06/1996,34,0,2,59,,,,,,,,,0,13.44,11.47,9,16.86,4.44,10.6,11.96,11.52,12.8,0.78,19,,,,,,,,,,,,69,26,87,0,4,,,,1,3,8,0,0,9,0,8,0,7,3,2,48,2,42,3,32,1,5,0,100,2.835833333,SingleSeaterSeries,
Alex,Galli,M,,,,Italy,16/05/2000,170; 1; 16; 165;  6,0,0,70,,,,,,,,,27,5.77,10,9,2.12,9.7,10.1,2.6,7.18,16.09,0.6,46,75,,,,,,,,,,,19,24,84,96,4,,,,0,3,7,0,0,11,0,1,0,8,0,7,89,3,255,5,40,7,25,0,100,2.015555556,Any,
Jack,Pepa,M,,,,Netherlands,01/11/1978,7; 165,0,0,61,,,,,,,,,6.95,2.2,2.56,10,6.47,9.9,4.31,9,11.49,15.8,0.59,22,,,,,,,,,,,,81,40,81,7,5,,,,0,3,9,0,0,8,0,10,0,9,2,7,59,1,62,1,30,3,1,0,100,1.9925,Any,
Wilton,Hoxha,M,,,,Brazil,25/04/1977,21; 82; 161; 165,0,1,58,,,,,,,,,6.04,4.46,4.64,9.2,14.74,6.18,10.6,8.42,15.53,9.5,0.77,17,,,,,,,,,,,,86,40,90,7,4,,,,3,5,0,0,0,3,0,3,0,4,0,2,9,2,45,3,32,3,1,0,100,2.313055556,Any,
Dagur,Stefànsson,M,,,,Iceland,26/08/1998,59; 291; 165,0,1,63,,,,,,,,,4.05,10.8,15.36,4.95,15.15,10.54,19.58,9.6,17.11,19.43,0.59,20,,,,,,,,,,,,64,41,66,26,5,,,,1,2,7,0,0,5,0,5,0,2,6,6,11,2,42,2,32,1,1,0,100,3.403333333,GTSeries,
Manolis,Kisluk,M,,,,RussianFederation,28/03/1983,118; 48,0,1,59,,,,,,,,,0,18.18,13.7,2.12,19.98,12.1,9.9,9.9,10.6,9.7,0.82,15,,,,,,,,,,,,75,45,70,0,3,,,,1,0,4,0,0,2,0,8,0,8,5,8,18,2,43,1,27,2,2,0,100,2.949444444,SingleSeaterSeries,
Sfiso,Lutaj,M,,,,SouthAfrica,29/06/1995,53,0,1,67,,,,,,,,,0,12.64,14.46,3.67,10.59,9,12.22,10.4,15.14,7.9,0.6,13,,,,,,,,,,,,95,43,77,23,4,,,,5,6,6,0,0,5,0,4,0,9,5,1,75,2,70,2,31,2,2,0,100,2.667222222,GTSeries,
Lìvio,Celi,M,,,,Portugal,12/06/1985,313,0,1,52,,,,,,,,,0,11.99,10.7,6.42,12.96,10,10.8,15.01,8.86,9.37,0.79,17,,,,,,,,,,,,97,41,75,12,5,,,,1,2,6,0,0,9,0,0,0,9,1,2,6,2,44,3,33,1,2,0,100,2.669722222,Any,
Dougie,Meisl,M,,,,UK,25/02/1980,7; 165,0,2,59,,,,,,,,,10.37,5.88,10.7,10.4,18.95,15.23,16.4,9.9,17.44,5.07,0.77,12,,,,,,,,,,,,65,61,79,0,3,,,,4,5,7,0,0,1,0,7,0,5,8,6,47,2,43,3,38,2,5,0,100,3.054722222,Any,
Yuri,Sadyrin,M,22,Reserve,,RussianFederation,20/08/2000,6; 9; 70,0,1,62,0.29,2018,2016,0,,0,,0,0,6,6,6,7,6,6,7.5,4.5,5.5,0.92,18,,,,,,,,,,,,87,40,96,37,4,,,,2,6,3,0,0,5,0,6,0,1,4,3,76,2,172,1,31,3,1,0,100,1.513888889,Any,
Emmanuel,Sbia,M,,,,Belgium,20/01/1987,46,0,2,76,,,,,,,,,0,9.32,10.1,5.96,17.4,16.38,11.14,16.26,13.52,15.41,0.73,12,,,,,,,,,,,,66,34,62,14,4,,,,5,0,4,1,0,2,0,15,0,7,2,7,11,1,41,3,32,3,1,0,100,3.208055556,GTSeries,
Stéphane,Lamaj,M,,,,Switzerland,01/07/1993,36; 56; 230,0,3,81,,,,,,,,,0,14.04,12.62,9.7,14.65,18.86,18.22,11,15.94,9.6,0.56,13,,,,,,,,,,,,70,63,71,13,4,,,,3,4,10,0,0,3,0,15,0,3,6,6,86,2,43,5,31,1,2,0,100,3.461944444,Any,
Félix,Laborda,M,,,,Belgium,22/07/1984,44; 52; 270;209,0,3,58,,,,,,,,,0,16.79,13.07,15.11,10.2,18.8,10.1,11,16.9,16.23,0.59,14,,,,,,,,,,,,83,28,75,17,3,,,,4,5,10,0,0,6,0,16,0,6,10,5,92,2,43,2,33,1,1,0,100,3.561111111,Any,
Moussa,Sukru,M,,,,Sweden,08/03/1984,44; 51,0,3,61,,,,,,,,,0,10.99,19.38,17.98,10.7,18.05,17.71,19.78,11.93,19.18,0.46,14,,,,,,,,,,,,52,57,82,0,3,,,,1,1,9,0,0,3,0,11,0,0,10,6,75,3,47,3,32,2,2,0,100,4.047222222,Any,
Riku,Tanaka,M,,,,Japan,31/05/1990,42,0,2,58,,,,,,,,,0,14.13,3.86,6.63,11.67,18.6,10,14.86,16.21,16.08,0.69,12,,,,,,,,,,,,80,43,56,2,4,,,,1,4,8,0,1,2,0,1,0,2,6,4,39,2,249,2,35,2,3,0,100,3.112222222,GTSeries,
Siposetu,Selimi,M,,,,SouthAfrica,16/04/1997,66; 126,0,3,80,,,,,,,,,0,12.18,4.76,16.09,10.77,18.78,7.99,10.9,19.98,18.18,0.53,17,,,,,,,,,,,,90,52,79,20,4,,,,0,1,0,2,0,3,0,12,0,4,4,10,52,2,42,5,30,2,3,0,100,3.323055556,Any,
Nicole,Arberi,M,,,,Austria,02/11/1978,43,0,3,76,,,,,,,,,0,19.38,6.5,15.59,9.8,18.78,13.19,13.81,19.76,11.17,0.56,17,,,,,,,,,,,,56,54,83,0,4,,,,4,1,10,0,0,3,0,10,0,4,6,5,10,2,73,1,31,2,1,0,100,3.555,Any,
Bjorn,Kepa,M,,,,Belgium,17/02/1987,14; 5; 1; 156; 165,0,0,78,,,,,,,,,20.2,12.11,15.2,17.91,10,12.73,10.4,6.44,19.98,18.21,0.6,16,,,,,,,,,,,,81,46,99,8,4,,,,3,3,1,2,0,6,0,4,0,6,10,8,69,2,56,1,35,3,2,0,100,3.416111111,Any,
So,Jung,M,,,,SouthKorea,23/11/2001,6; 65; 66,0,0,62,,,,,,,,,0,10.66,19.32,13.32,9.6,12.54,17.29,17.98,2.23,9.9,0.52,21,,,,,,,,,,,,91,39,85,21,2,,,,3,0,6,0,0,8,0,16,0,9,2,2,56,2,308,1,38,3,3,250,100,3.134444444,GTSeries,3
Aaron,Laze,M,,,,Germany,27/08/1994,68,0,0,65,,,,,,,,,0,19.38,9.4,13.59,17.55,15.19,14.02,9.5,10.1,14.44,0.58,14,,192,31,59,32,,,,482,1,,68,67,75,16,4,,,,1,7,7,0,0,10,0,7,0,9,7,9,60,1,1,1,33,3,2,0,100,3.421388889,SingleSeaterSeries,6
Chonlatee,Bajaziti,M,,,,Thailand,18/10/1993,56; 73,0,0,62,,,,,,,,,0,18.14,19.18,16.18,17.98,11,10.33,10.6,19.38,13.55,0.56,14,,207,23,60,24,,,,485,3,,59,50,82,12,3,,,,0,6,4,3,0,9,0,13,0,6,10,9,95,2,42,1,37,3,5,0,100,3.787222222,SingleSeaterSeries,6
Joon-Oh,Gazazat,M,,,,SouthKorea,12/08/1990,45; 52,0,1,58,,,,,,,,,0,19.38,17.32,14.07,9.9,10.3,5.73,12.2,5.86,6.66,0.8,14,,,,,,,,,,,,76,41,90,15,3,,,,0,6,10,1,0,4,0,4,0,2,4,5,32,3,41,1,36,2,2,200,100,2.817222222,Any,
